show_id,type_id,title,date_added,release_year,rating_id,duration,description
754,0,Atlas Shrugged: Part II,"December 19, 2020",2012,4,112 min,"With the world's economy in dire straits, corporate protagonist Dagny Taggart searches for a solution amid the rubble of a long-abandoned factory."
755,0,Guest House,"December 18, 2020",2020,5,84 min,The only downside to a young couple’s new dream home — and fresh start — is the nightmare of the raucous houseguest in back who refuses to leave.
756,0,Ma Rainey's Black Bottom,"December 18, 2020",2020,5,94 min,"Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session."
757,0,Mukhsin,"December 18, 2020",2006,9,98 min,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love."
758,1,Paava Kadhaigal,"December 18, 2020",2020,8,1 Season,"At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire — and those determined to stand in their way."
759,0,Rabun,"December 18, 2020",2004,9,85 min,"A free-spirited couple leave the city to retire in the country. But when they're swindled by a relative, life in the countryside loses its luster."
760,0,Talentime,"December 18, 2020",2009,6,120 min,The stakes are high — on stage and off — when a group of talented young musicians face off for an inter-school talent competition.
761,0,An Unremarkable Christmas,"December 17, 2020",2020,6,83 min,An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.
762,0,Braven,"December 17, 2020",2018,5,94 min,A logger defends himself and his family from a group of murderous drug traffickers who have hidden a stash of heroin in his hunting cabin.
763,0,Eggnoid: Love & Time Portal,"December 17, 2020",2019,6,102 min,"Sent from the future to look after a lonely girl, Eggy finds himself falling for her. But dating is forbidden and would risk both their fates."
764,0,Love You to the Stars and Back,"December 17, 2020",2017,6,111 min,"In search of aliens, a young woman's road trip becomes an emotional journey when she finds — and falls for — a charming companion with cancer."
765,0,Sakaling Maging Tayo,"December 17, 2020",2019,6,90 min,"A college student seizes his chance with a crush when an unexpected encounter turns into a night of bold dares, deep confessions and possible romance."
766,1,Schulz Saves America,"December 17, 2020",2020,8,1 Season,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.
767,1,Anitta: Made In Honório,"December 16, 2020",2020,8,1 Season,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits."
768,0,Bwakaw,"December 16, 2020",2012,8,110 min,"Gruff and alone, retiree Rene rejects most human contact but begins to soften when he comes to terms with his homosexuality."
769,0,Incarnate,"December 16, 2020",2016,4,87 min,An unconventional demon hunter faces his greatest challenge when he steps inside the subconscious mind of a boy possessed by a powerful entity.
770,0,Lee Daniels' The Butler,"December 16, 2020",2013,4,132 min,The life of a White House butler who worked for eight presidents unfolds against a backdrop of unparalleled change in American history.
771,0,Nocturnal Animals,"December 16, 2020",2016,5,117 min,"Reading her ex-husband's violent novel manuscript destabilizes gallery owner Susan's life, upending her present while digging up their past."
772,0,Vir Das: Outside In - The Lockdown Special,"December 16, 2020",2020,8,50 min,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
773,0,Grizzlies,"December 15, 2020",2018,5,106 min,A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.
774,0,The Professor and the Madman,"December 15, 2020",2019,6,125 min,"While working on the first Oxford English Dictionary, a scholar receives thousands of entries from a doctor with a lengthy vocabulary and dark secrets."
775,0,A California Christmas,"December 14, 2020",2020,4,107 min,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas."
776,0,Giving Voice,"December 11, 2020",2020,4,91 min,"Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway."
777,0,The Prom,"December 11, 2020",2020,4,132 min,A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.
778,0,Torbaaz,"December 11, 2020",2020,8,133 min,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport."
779,0,Funny Boy,"December 10, 2020",2020,8,109 min,"A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s."
780,0,Just The Way You Are,"December 10, 2020",2016,7,107 min,An overconfident teen bets he can make a homely transfer student fall in love with him in 30 days — but the wager starts to play games with his heart.
781,0,She's the One,"December 10, 2020",2013,6,111 min,"When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings."
782,0,The Panti Sisters,"December 10, 2020",2019,8,108 min,Three gay siblings are told by their terminally ill father that they must each produce a grandchild in order to inherit their share of his fortune.
783,0,"Kalel, 15","December 9, 2020",2019,8,105 min,"Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis."
784,0,Rose Island,"December 9, 2020",2020,6,119 min,"An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government."
785,0,André & his olive tree,"December 8, 2020",2020,9,104 min,"As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection."
786,0,Bobbleheads The Movie,"December 8, 2020",2020,3,83 min,A team of bobbleheads band together to defend their collector’s home when uninvited relatives barge in looking to steal from his prized collection.
787,0,Spirit Riding Free: Ride Along Adventure,"December 8, 2020",2020,11,79 min,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.
788,0,Triple 9,"December 8, 2020",2016,5,115 min,A group of dirty Atlanta cops blackmailed by the Russian mob plan a seemingly impossible heist that sets off an explosive chain reaction of violence.
789,0,Ava,"December 7, 2020",2020,5,97 min,An elite assassin wrestling with doubts about her work scrambles to protect herself — and her estranged family — after a hit goes dangerously wrong.
790,1,Detention,"December 5, 2020",2020,8,1 Season,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.
791,0,Mighty Express: A Mighty Christmas,"December 5, 2020",2020,10,26 min,The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa’s presents and save Christmas for all the kids in Tracksville.
792,0,Captain Underpants Mega Blissmas,"December 4, 2020",2020,11,46 min,Christmas gets weird — really weird — after George and Harold go back in time to change up a few of their beloved holiday's traditions.
793,0,Christmas Crossfire,"December 4, 2020",2020,8,106 min,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him."
794,0,MANK,"December 4, 2020",2020,5,133 min,1930s Hollywood is reevaluated through the eyes of scathing wit and alcoholic screenwriter Herman J. Mankiewicz as he races to finish “Citizen Kane.”
795,0,You Are My Home,"December 4, 2020",2020,9,93 min,"After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles."
796,0,Between Maybes,"December 3, 2020",2019,6,108 min,"A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life."
797,0,Break,"December 3, 2020",2018,8,96 min,"After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities."
798,0,Just Another Christmas,"December 3, 2020",2020,8,101 min,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life."
799,0,Must Be... Love,"December 3, 2020",2013,6,106 min,"When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over."
800,0,Ari Eldjárn: Pardon My Icelandic,"December 2, 2020",2020,8,54 min,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more."
801,0,Fierce,"December 2, 2020",2020,8,118 min,"A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father, a member of the jury."
802,0,3 Days to Kill,"December 1, 2020",2014,4,117 min,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.
803,0,Angela's Christmas Wish,"December 1, 2020",2020,10,48 min,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
804,0,Angels & Demons,"December 1, 2020",2009,4,139 min,A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
805,0,Chef,"December 1, 2020",2014,5,115 min,"After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck."
806,0,Effie Gray,"December 1, 2020",2014,4,109 min,"Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
807,0,Monster House,"December 1, 2020",2006,3,91 min,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own."
808,0,Natalie Palamides: Nate - A One Man Show,"December 1, 2020",2020,8,60 min,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience."
809,0,Peppermint,"December 1, 2020",2018,5,102 min,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice."
810,0,Quigley Down Under,"December 1, 2020",1990,4,120 min,"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner."
811,0,The Da Vinci Code,"December 1, 2020",2006,4,149 min,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci."
812,0,The Happytime Murders,"December 1, 2020",2018,5,91 min,"In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show."
813,0,U-Turn,"December 1, 2020",2020,8,99 min,A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.
814,0,Finding Agnes,"November 30, 2020",2020,9,106 min,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter."
815,0,Rust Creek,"November 30, 2020",2018,5,108 min,A wrong turn in the woods becomes a fight for her life when a career-seeking college student runs into two outlaw brothers looking to cook up trouble.
816,0,Spookley and the Christmas Kittens,"November 30, 2020",2019,10,45 min,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home."
817,0,The 2nd,"November 30, 2020",2020,8,93 min,"A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping."
818,0,A Go! Go! Cory Carson Christmas,"November 27, 2020",2020,10,22 min,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
819,0,Dance Dreams: Hot Chocolate Nutcracker,"November 27, 2020",2020,9,81 min,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
820,0,Don’t Listen,"November 27, 2020",2020,8,98 min,"After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert."
821,0,The Beast,"November 27, 2020",2020,8,100 min,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself."
822,0,The Call,"November 27, 2020",2020,8,112 min,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate."
823,0,Fantastica,"November 26, 2020",2018,9,114 min,The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.
824,0,Larry the Cable Guy: Remain Seated,"November 26, 2020",2020,6,68 min,"With his signature call to ""Git-R-Done,"" Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America."
825,0,Mosul,"November 26, 2020",2020,8,103 min,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul."
826,0,Unexpectedly Yours,"November 26, 2020",2017,6,121 min,"A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more."
827,0,Ghosts of War,"November 25, 2020",2020,5,95 min,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors."
828,0,Shawn Mendes: Live in Concert,"November 25, 2020",2020,9,87 min,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans."
829,0,The Christmas Chronicles: Part Two,"November 25, 2020",2020,3,115 min,"Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
830,0,Andhakaaram,"November 24, 2020",2020,6,171 min,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
831,1,Before 30,"November 24, 2020",2015,8,1 Season,"Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30."
832,0,Dragons: Rescue Riders: Huttsgalor Holiday,"November 24, 2020",2020,10,46 min,Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.
833,0,Hillbilly Elegy,"November 24, 2020",2020,5,117 min,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future."
834,0,Notes for My Son,"November 24, 2020",2020,8,84 min,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story."
835,0,Hard Kill,"November 23, 2020",2020,5,98 min,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake."
836,0,Shawn Mendes: In Wonder,"November 23, 2020",2020,8,83 min,"Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future."
837,0,The Suit,"November 23, 2020",2018,6,97 min,"After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger."
838,0,Dolly Parton’s Christmas on the Square,"November 22, 2020",2020,9,99 min,"Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?"
839,0,Machete Kills,"November 22, 2020",2013,5,108 min,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.
840,0,40 Sticks,"November 20, 2020",2019,6,93 min,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
841,0,Alien Xmas,"November 20, 2020",2020,10,42 min,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents."
842,0,The App That Stole Christmas,"November 20, 2020",2020,9,64 min,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit."
843,0,Black Friday,"November 19, 2020",2004,8,162 min,This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.
844,0,Bodyguard,"November 19, 2020",2011,6,130 min,"Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him."
845,0,Break Ke Baad,"November 19, 2020",2010,6,108 min,Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.
846,0,Hawaizaada,"November 19, 2020",2015,6,129 min,"In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane."
847,0,My Amnesia Girl,"November 19, 2020",2010,6,105 min,"Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten."
848,0,Raman Raghav 2.0,"November 19, 2020",2016,8,133 min,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.
849,0,Singham,"November 19, 2020",2011,6,142 min,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
850,0,TE3N,"November 19, 2020",2016,6,128 min,"Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead."
851,0,The Princess Switch: Switched Again,"November 19, 2020",2020,7,97 min,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?"
852,0,Three Words to Forever,"November 19, 2020",2018,7,107 min,"As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration."
853,0,Well Done Abba,"November 19, 2020",2009,6,135 min,"On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government."
854,0,Ainu Mosir,"November 17, 2020",2020,9,84 min,A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.
855,0,Kevin Hart: Zero F**ks Given,"November 17, 2020",2020,8,70 min,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19."
856,0,Loving,"November 16, 2020",2016,4,124 min,A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving.
857,0,A Very Country Christmas,"November 15, 2020",2017,7,84 min,"When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart."
858,0,Cloudy with a Chance of Meatballs 2,"November 15, 2020",2013,3,95 min,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches."
859,0,Hometown Holiday,"November 15, 2020",2018,7,84 min,"An ambitious entertainment lawyer tries to sign a singing sensation in his sister's small town, but a local soon captures his attention — and heart."
860,0,White Christmas,"November 15, 2020",1954,7,120 min,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place."
861,0,Killer Cove,"November 14, 2020",2019,6,87 min,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
862,0,Fukrey Boyzzz: Space Mein Fukrapanti,"November 13, 2020",2020,11,75 min,"After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth."
863,0,Jingle Jangle: A Christmas Journey,"November 13, 2020",2020,3,124 min,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
864,0,The Life Ahead,"November 13, 2020",2020,4,95 min,A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
865,1,The Minions of Midas,"November 13, 2020",2020,8,1 Season,A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid.
866,0,A Very Special Love,"November 12, 2020",2008,7,107 min,"After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned."
867,0,First Love,"November 12, 2020",2018,8,123 min,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.
868,0,Fruitvale Station,"November 12, 2020",2013,5,85 min,"This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009."
869,0,Ludo,"November 12, 2020",2020,8,150 min,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
870,0,Memories of a Teenager,"November 12, 2020",2019,8,97 min,"To cope with a friend's death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening."
871,0,Prom Night,"November 12, 2020",2008,4,88 min,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends."
872,1,A Queen Is Born,"November 11, 2020",2020,6,1 Season,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
873,0,What We Wanted,"November 11, 2020",2020,8,93 min,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension.
874,0,Citation,"November 6, 2020",2020,8,151 min,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.
875,0,Girl's Revenge,"November 6, 2020",2020,8,82 min,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light."
876,0,The Endless Trench,"November 6, 2020",2019,8,148 min,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events."
877,0,The Late Bloomer,"November 6, 2020",2016,5,95 min,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones."
878,0,A New York Christmas Wedding,"November 5, 2020",2020,8,90 min,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend."
879,0,Alone/Together,"November 5, 2020",2019,6,103 min,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface."
880,0,Midnight at the Magnolia,"November 5, 2020",2020,7,87 min,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.
881,0,One More Try,"November 5, 2020",2012,6,102 min,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships."
882,0,Operation Christmas Drop,"November 5, 2020",2020,7,96 min,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
883,0,Christmas with a Prince,"November 4, 2020",2018,9,86 min,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.
884,0,Miss India,"November 4, 2020",2020,9,136 min,"Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business."
885,0,Felix Lobrecht: Hype,"November 3, 2020",2020,8,60 min,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
886,0,MOTHER,"November 3, 2020",2020,6,127 min,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
887,0,Prospect,"November 2, 2020",2018,5,100 min,A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.
888,0,Christmas Break-In,"November 1, 2020",2019,9,87 min,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
889,0,Elf Pets: A Fox Cub’s Christmas Tale,"November 1, 2020",2020,10,28 min,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
890,0,Elf Pets: Santa’s Reindeer Rescue,"November 1, 2020",2020,10,27 min,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
891,0,Elliot the Littlest Reindeer,"November 1, 2020",2018,3,90 min,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
892,0,Little Monsters,"November 1, 2020",1989,3,102 min,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
893,0,Mile 22,"November 1, 2020",2018,5,94 min,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail."
894,0,Piercing,"November 1, 2020",2018,5,81 min,A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.
895,0,Snowden,"November 1, 2020",2016,5,134 min,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
896,0,The Impossible,"November 1, 2020",2012,4,114 min,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia."
897,0,The Next Karate Kid,"November 1, 2020",1994,3,107 min,"In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates."
898,0,Wheels of Fortune,"November 1, 2020",2020,5,107 min,"To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."
899,1,Afronta! Facing It!,"October 31, 2020",2017,9,1 Season,"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community."
900,0,The 12th Man,"October 31, 2020",2018,8,130 min,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II."
901,0,Hidden in Plain Sight,"October 30, 2020",2019,6,87 min,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
902,0,His House,"October 30, 2020",2020,6,93 min,"As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home."
903,0,In Line,"October 30, 2020",2017,6,114 min,"A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
904,0,Kaali Khuhi,"October 30, 2020",2020,6,91 min,"When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
905,0,Rogue City,"October 30, 2020",2020,8,116 min,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands."
906,0,The Day of the Lord,"October 30, 2020",2020,8,93 min,"In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
907,0,Pagpag: Nine Lives,"October 29, 2020",2013,6,106 min,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit."
908,0,Holidate,"October 28, 2020",2020,8,105 min,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."
909,0,Metallica Through The Never,"October 28, 2020",2013,5,93 min,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn."
910,0,Nobody Sleeps in the Woods Tonight,"October 28, 2020",2020,8,103 min,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever."
911,0,Sarah Cooper: Everything's Fine,"October 27, 2020",2020,8,50 min,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
912,1,The Devil Punisher,"October 26, 2020",2020,6,1 Season,"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance."
913,0,Ajab Prem Ki Ghazab Kahani,"October 25, 2020",2009,6,150 min,"A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."
914,0,Black '47,"October 24, 2020",2018,5,100 min,"When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible."
915,0,I Am Woman,"October 24, 2020",2019,8,117 min,"In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement."
916,0,Alice Junior,"October 23, 2020",2019,8,87 min,"In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss."
917,0,Over the Moon,"October 23, 2020",2020,3,100 min,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
918,0,Shattered Memories,"October 23, 2020",2018,6,86 min,"When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer."
919,0,Cadaver,"October 22, 2020",2020,8,87 min,"When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission."
920,0,Exes Baggage,"October 22, 2020",2018,8,103 min,"After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past."
921,0,Fisherman's Friends,"October 22, 2020",2019,4,112 min,"Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay."
922,0,The Hows of Us,"October 22, 2020",2018,6,120 min,"A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?"
923,0,The Hummingbird Project,"October 22, 2020",2018,5,111 min,"After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation."
924,0,"Yes, God, Yes","October 22, 2020",2020,5,78 min,"A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges."
